Start,Meter,kWh
"01/27/2026 11:00:00 AM","Meter #95175892g","-0.69"
"01/27/2026 11:15:00 AM","Meter #95175892","0.00"
"01/27/2026 11:15:00 AM","Meter #95175892g","-0.56"
"01/27/2026 11:30:00 AM","Meter #95175892","0.00"
"01/27/2026 11:30:00 AM","Meter #95175892g","-0.47"
"01/27/2026 11:45:00 AM","Meter #95175892","0.00"
"01/27/2026 11:45:00 AM","Meter #95175892g","-0.47"
"01/27/2026 12:00:00 PM","Meter #95175892","0.00"
"01/27/2026 12:00:00 PM","Meter #95175892g","-0.42"
"01/27/2026 12:15:00 PM","Meter #95175892","0.00"
"01/27/2026 12:15:00 PM","Meter #95175892g","-0.41"
"01/27/2026 12:30:00 PM","Meter #95175892","0.00"
"01/27/2026 12:30:00 PM","Meter #95175892g","-0.31"
"01/27/2026 12:45:00 PM","Meter #95175892","0.00"
"01/27/2026 12:45:00 PM","Meter #95175892g","-0.21"
"01/27/2026 1:00:00 PM","Meter #95175892","0.07"
"01/27/2026 1:00:00 PM","Meter #95175892g","-0.05"
"01/27/2026 1:15:00 PM","Meter #95175892","0.21"
"01/27/2026 1:15:00 PM","Meter #95175892g","0.00"
"01/27/2026 1:30:00 PM","Meter #95175892","0.27"
"01/27/2026 1:30:00 PM","Meter #95175892g","0.00"
"01/27/2026 1:45:00 PM","Meter #95175892","0.11"
"01/27/2026 1:45:00 PM","Meter #95175892g","-0.05"
"01/27/2026 2:00:00 PM","Meter #95175892","0.20"
"01/27/2026 2:00:00 PM","Meter #95175892g","0.00"
"01/27/2026 2:15:00 PM","Meter #95175892","0.14"
"01/27/2026 2:15:00 PM","Meter #95175892g","0.00"
"01/27/2026 2:30:00 PM","Meter #95175892","0.08"
"01/27/2026 2:30:00 PM","Meter #95175892g","0.00"
"01/27/2026 2:45:00 PM","Meter #95175892","0.08"
"01/27/2026 2:45:00 PM","Meter #95175892g","-0.06"
"01/27/2026 3:00:00 PM","Meter #95175892","0.08"
"01/27/2026 3:00:00 PM","Meter #95175892g","-0.15"
"01/27/2026 3:15:00 PM","Meter #95175892","0.34"
"01/27/2026 3:15:00 PM","Meter #95175892g","0.00"
"01/27/2026 3:30:00 PM","Meter #95175892","0.29"
"01/27/2026 3:30:00 PM","Meter #95175892g","0.00"
"01/27/2026 3:45:00 PM","Meter #95175892","0.29"
"01/27/2026 3:45:00 PM","Meter #95175892g","0.00"
"01/27/2026 4:00:00 PM","Meter #95175892","0.34"
"01/27/2026 4:00:00 PM","Meter #95175892g","0.00"
"01/27/2026 4:15:00 PM","Meter #95175892","0.37"
"01/27/2026 4:15:00 PM","Meter #95175892g","0.00"
"01/27/2026 4:30:00 PM","Meter #95175892","0.33"
"01/27/2026 4:30:00 PM","Meter #95175892g","0.00"
"01/27/2026 4:45:00 PM","Meter #95175892","0.26"
"01/27/2026 4:45:00 PM","Meter #95175892g","0.00"
"01/27/2026 5:00:00 PM","Meter #95175892","0.32"
"01/27/2026 5:00:00 PM","Meter #95175892g","0.00"
"01/27/2026 5:15:00 PM","Meter #95175892","0.32"
"01/27/2026 5:15:00 PM","Meter #95175892g","0.00"
"01/27/2026 5:30:00 PM","Meter #95175892","0.33"
"01/27/2026 5:30:00 PM","Meter #95175892g","0.00"
"01/27/2026 5:45:00 PM","Meter #95175892","0.32"
"01/27/2026 5:45:00 PM","Meter #95175892g","0.00"
"01/27/2026 6:00:00 PM","Meter #95175892","0.31"
"01/27/2026 6:00:00 PM","Meter #95175892g","0.00"
"01/27/2026 6:15:00 PM","Meter #95175892","0.14"
"01/27/2026 6:15:00 PM","Meter #95175892g","0.00"
"01/27/2026 6:30:00 PM","Meter #95175892","0.23"
"01/27/2026 6:30:00 PM","Meter #95175892g","0.00"
"01/27/2026 6:45:00 PM","Meter #95175892","0.31"
"01/27/2026 6:45:00 PM","Meter #95175892g","0.00"
"01/27/2026 7:00:00 PM","Meter #95175892","0.33"
"01/27/2026 7:00:00 PM","Meter #95175892g","0.00"
"01/27/2026 7:15:00 PM","Meter #95175892","0.36"
"01/27/2026 7:15:00 PM","Meter #95175892g","0.00"
"01/27/2026 7:30:00 PM","Meter #95175892","0.28"
"01/27/2026 7:30:00 PM","Meter #95175892g","0.00"
"01/27/2026 7:45:00 PM","Meter #95175892","0.30"
"01/27/2026 7:45:00 PM","Meter #95175892g","0.00"
"01/27/2026 8:00:00 PM","Meter #95175892","0.46"
"01/27/2026 8:00:00 PM","Meter #95175892g","0.00"
"01/27/2026 8:15:00 PM","Meter #95175892","0.52"
"01/27/2026 8:15:00 PM","Meter #95175892g","0.00"
"01/27/2026 8:30:00 PM","Meter #95175892","0.42"
"01/27/2026 8:30:00 PM","Meter #95175892g","0.00"
"01/27/2026 8:45:00 PM","Meter #95175892","0.30"
"01/27/2026 8:45:00 PM","Meter #95175892g","0.00"
"01/27/2026 9:00:00 PM","Meter #95175892","0.49"
"01/27/2026 9:00:00 PM","Meter #95175892g","0.00"
"01/27/2026 9:15:00 PM","Meter #95175892","0.47"
"01/27/2026 9:15:00 PM","Meter #95175892g","0.00"
"01/27/2026 9:30:00 PM","Meter #95175892","0.34"
"01/27/2026 9:30:00 PM","Meter #95175892g","0.00"
"01/27/2026 9:45:00 PM","Meter #95175892","0.38"
"01/27/2026 9:45:00 PM","Meter #95175892g","0.00"
"01/27/2026 10:00:00 PM","Meter #95175892","0.32"
"01/27/2026 10:00:00 PM","Meter #95175892g","0.00"
"01/27/2026 10:15:00 PM","Meter #95175892","0.64"
"01/27/2026 10:15:00 PM","Meter #95175892g","0.00"
"01/27/2026 10:30:00 PM","Meter #95175892","0.23"
"01/27/2026 10:30:00 PM","Meter #95175892g","0.00"
"01/27/2026 10:45:00 PM","Meter #95175892","0.25"
"01/27/2026 10:45:00 PM","Meter #95175892g","0.00"
"01/27/2026 11:00:00 PM","Meter #95175892","0.50"
"01/27/2026 11:00:00 PM","Meter #95175892g","0.00"
"01/27/2026 11:15:00 PM","Meter #95175892","0.60"
"01/27/2026 11:15:00 PM","Meter #95175892g","0.00"
"01/27/2026 11:30:00 PM","Meter #95175892","0.58"
"01/27/2026 11:30:00 PM","Meter #95175892g","0.00"
"01/27/2026 11:45:00 PM","Meter #95175892","0.58"
"01/27/2026 11:45:00 PM","Meter #95175892g","0.00"
"01/28/2026 12:00:00 AM","Meter #95175892","0.43"
"01/28/2026 12:00:00 AM","Meter #95175892g","0.00"
"01/28/2026 12:15:00 AM","Meter #95175892","2.35"
"01/28/2026 12:15:00 AM","Meter #95175892g","0.00"
"01/28/2026 12:30:00 AM","Meter #95175892","0.99"
"01/28/2026 12:30:00 AM","Meter #95175892g","0.00"
"01/28/2026 12:45:00 AM","Meter #95175892","0.60"
"01/28/2026 12:45:00 AM","Meter #95175892g","0.00"
"01/28/2026 1:00:00 AM","Meter #95175892","0.54"
"01/28/2026 1:00:00 AM","Meter #95175892g","0.00"
"01/28/2026 1:15:00 AM","Meter #95175892","3.43"
"01/28/2026 1:15:00 AM","Meter #95175892g","0.00"
"01/28/2026 1:30:00 AM","Meter #95175892","3.23"
"01/28/2026 1:30:00 AM","Meter #95175892g","0.00"
"01/28/2026 1:45:00 AM","Meter #95175892","3.06"
"01/28/2026 1:45:00 AM","Meter #95175892g","0.00"
"01/28/2026 2:00:00 AM","Meter #95175892","3.14"
"01/28/2026 2:00:00 AM","Meter #95175892g","0.00"
"01/28/2026 2:15:00 AM","Meter #95175892","3.22"
"01/28/2026 2:15:00 AM","Meter #95175892g","0.00"
"01/28/2026 2:30:00 AM","Meter #95175892","3.27"
"01/28/2026 2:30:00 AM","Meter #95175892g","0.00"
"01/28/2026 2:45:00 AM","Meter #95175892","3.25"
"01/28/2026 2:45:00 AM","Meter #95175892g","0.00"
"01/28/2026 3:00:00 AM","Meter #95175892","3.37"
"01/28/2026 3:00:00 AM","Meter #95175892g","0.00"
"01/28/2026 3:15:00 AM","Meter #95175892","3.32"
"01/28/2026 3:15:00 AM","Meter #95175892g","0.00"
"01/28/2026 3:30:00 AM","Meter #95175892","3.25"
"01/28/2026 3:30:00 AM","Meter #95175892g","0.00"
"01/28/2026 3:45:00 AM","Meter #95175892","3.37"
"01/28/2026 3:45:00 AM","Meter #95175892g","0.00"
"01/28/2026 4:00:00 AM","Meter #95175892","3.43"
"01/28/2026 4:00:00 AM","Meter #95175892g","0.00"
"01/28/2026 4:15:00 AM","Meter #95175892","3.46"
"01/28/2026 4:15:00 AM","Meter #95175892g","0.00"
"01/28/2026 4:30:00 AM","Meter #95175892","3.40"
"01/28/2026 4:30:00 AM","Meter #95175892g","0.00"
"01/28/2026 4:45:00 AM","Meter #95175892","3.28"
"01/28/2026 4:45:00 AM","Meter #95175892g","0.00"
"01/28/2026 5:00:00 AM","Meter #95175892","3.21"
"01/28/2026 5:00:00 AM","Meter #95175892g","0.00"
"01/28/2026 5:15:00 AM","Meter #95175892","3.11"
"01/28/2026 5:15:00 AM","Meter #95175892g","0.00"
"01/28/2026 5:30:00 AM","Meter #95175892","3.25"
"01/28/2026 5:30:00 AM","Meter #95175892g","0.00"
"01/28/2026 5:45:00 AM","Meter #95175892","1.99"
"01/28/2026 5:45:00 AM","Meter #95175892g","0.00"
"01/28/2026 6:00:00 AM","Meter #95175892","0.43"
"01/28/2026 6:00:00 AM","Meter #95175892g","0.00"
"01/28/2026 6:15:00 AM","Meter #95175892","0.46"
"01/28/2026 6:15:00 AM","Meter #95175892g","0.00"
"01/28/2026 6:30:00 AM","Meter #95175892","0.60"
"01/28/2026 6:30:00 AM","Meter #95175892g","0.00"
"01/28/2026 6:45:00 AM","Meter #95175892","0.85"
"01/28/2026 6:45:00 AM","Meter #95175892g","0.00"
"01/28/2026 7:00:00 AM","Meter #95175892","0.78"
"01/28/2026 7:00:00 AM","Meter #95175892g","0.00"
"01/28/2026 7:15:00 AM","Meter #95175892","0.85"
"01/28/2026 7:15:00 AM","Meter #95175892g","0.00"
"01/28/2026 7:30:00 AM","Meter #95175892","0.82"
"01/28/2026 7:30:00 AM","Meter #95175892g","0.00"
"01/28/2026 7:45:00 AM","Meter #95175892","0.64"
"01/28/2026 7:45:00 AM","Meter #95175892g","0.00"
"01/28/2026 8:00:00 AM","Meter #95175892","0.30"
"01/28/2026 8:00:00 AM","Meter #95175892g","0.00"
"01/28/2026 8:15:00 AM","Meter #95175892","0.20"
"01/28/2026 8:15:00 AM","Meter #95175892g","0.00"
"01/28/2026 8:30:00 AM","Meter #95175892","0.12"
"01/28/2026 8:30:00 AM","Meter #95175892g","0.00"
"01/28/2026 8:45:00 AM","Meter #95175892","0.06"
"01/28/2026 8:45:00 AM","Meter #95175892g","-0.07"
"01/28/2026 9:00:00 AM","Meter #95175892","0.00"
"01/28/2026 9:00:00 AM","Meter #95175892g","-0.23"
"01/28/2026 9:15:00 AM","Meter #95175892","0.00"
"01/28/2026 9:15:00 AM","Meter #95175892g","-0.20"
"01/28/2026 9:30:00 AM","Meter #95175892","0.00"
"01/28/2026 9:30:00 AM","Meter #95175892g","-0.22"
"01/28/2026 9:45:00 AM","Meter #95175892","0.00"
"01/28/2026 9:45:00 AM","Meter #95175892g","-0.30"
"01/28/2026 10:00:00 AM","Meter #95175892","0.00"
"01/28/2026 10:00:00 AM","Meter #95175892g","-0.48"
"01/28/2026 10:15:00 AM","Meter #95175892","0.00"
"01/28/2026 10:15:00 AM","Meter #95175892g","-0.58"
"01/28/2026 10:30:00 AM","Meter #95175892","0.00"
"01/28/2026 10:30:00 AM","Meter #95175892g","-0.60"
"01/28/2026 10:45:00 AM","Meter #95175892","0.00"
"01/28/2026 10:45:00 AM","Meter #95175892g","-0.49"
"01/28/2026 11:00:00 AM","Meter #95175892","0.00"
"01/28/2026 11:00:00 AM","Meter #95175892g","-0.54"
"01/28/2026 11:15:00 AM","Meter #95175892","0.00"
"01/28/2026 11:15:00 AM","Meter #95175892g","-0.60"
"01/28/2026 11:30:00 AM","Meter #95175892","0.00"
"01/28/2026 11:30:00 AM","Meter #95175892g","-0.76"
"01/28/2026 11:45:00 AM","Meter #95175892","0.00"
"01/28/2026 11:45:00 AM","Meter #95175892g","-0.79"
"01/28/2026 12:00:00 PM","Meter #95175892","0.00"
"01/28/2026 12:00:00 PM","Meter #95175892g","-0.56"
"01/28/2026 12:15:00 PM","Meter #95175892","0.02"
"01/28/2026 12:15:00 PM","Meter #95175892g","-0.34"
"01/28/2026 12:30:00 PM","Meter #95175892","0.00"
"01/28/2026 12:30:00 PM","Meter #95175892g","-0.39"
"01/28/2026 12:45:00 PM","Meter #95175892","0.00"
"01/28/2026 12:45:00 PM","Meter #95175892g","-0.43"
"01/28/2026 1:00:00 PM","Meter #95175892","0.00"
"01/28/2026 1:00:00 PM","Meter #95175892g","-0.17"
"01/28/2026 1:15:00 PM","Meter #95175892","0.01"
"01/28/2026 1:15:00 PM","Meter #95175892g","-0.22"
"01/28/2026 1:30:00 PM","Meter #95175892","0.00"
"01/28/2026 1:30:00 PM","Meter #95175892g","-0.20"
"01/28/2026 1:45:00 PM","Meter #95175892","0.02"
"01/28/2026 1:45:00 PM","Meter #95175892g","-0.14"
"01/28/2026 2:00:00 PM","Meter #95175892","0.00"
"01/28/2026 2:00:00 PM","Meter #95175892g","-0.24"
"01/28/2026 2:15:00 PM","Meter #95175892","0.00"
"01/28/2026 2:15:00 PM","Meter #95175892g","-0.26"
"01/28/2026 2:30:00 PM","Meter #95175892","0.08"
"01/28/2026 2:30:00 PM","Meter #95175892g","-0.07"
"01/28/2026 2:45:00 PM","Meter #95175892","0.16"
"01/28/2026 2:45:00 PM","Meter #95175892g","0.00"
"01/28/2026 3:00:00 PM","Meter #95175892","0.12"
"01/28/2026 3:00:00 PM","Meter #95175892g","0.00"
"01/28/2026 3:15:00 PM","Meter #95175892","0.10"
"01/28/2026 3:15:00 PM","Meter #95175892g","0.00"
"01/28/2026 3:30:00 PM","Meter #95175892","0.11"
"01/28/2026 3:30:00 PM","Meter #95175892g","0.00"
"01/28/2026 3:45:00 PM","Meter #95175892","0.25"
"01/28/2026 3:45:00 PM","Meter #95175892g","0.00"
"01/28/2026 4:00:00 PM","Meter #95175892","0.35"
"01/28/2026 4:00:00 PM","Meter #95175892g","0.00"
"01/28/2026 4:15:00 PM","Meter #95175892","0.38"
"01/28/2026 4:15:00 PM","Meter #95175892g","0.00"
"01/28/2026 4:30:00 PM","Meter #95175892","0.41"
"01/28/2026 4:30:00 PM","Meter #95175892g","0.00"
"01/28/2026 4:45:00 PM","Meter #95175892","0.28"
"01/28/2026 4:45:00 PM","Meter #95175892g","0.00"
"01/28/2026 5:00:00 PM","Meter #95175892","0.29"
"01/28/2026 5:00:00 PM","Meter #95175892g","0.00"
"01/28/2026 5:15:00 PM","Meter #95175892","0.43"
"01/28/2026 5:15:00 PM","Meter #95175892g","0.00"
"01/28/2026 5:30:00 PM","Meter #95175892","0.44"
"01/28/2026 5:30:00 PM","Meter #95175892g","0.00"
"01/28/2026 5:45:00 PM","Meter #95175892","0.45"
"01/28/2026 5:45:00 PM","Meter #95175892g","0.00"
"01/28/2026 6:00:00 PM","Meter #95175892","0.46"
"01/28/2026 6:00:00 PM","Meter #95175892g","0.00"
"01/28/2026 6:15:00 PM","Meter #95175892","0.30"
"01/28/2026 6:15:00 PM","Meter #95175892g","0.00"
"01/28/2026 6:30:00 PM","Meter #95175892","0.32"
"01/28/2026 6:30:00 PM","Meter #95175892g","0.00"
"01/28/2026 6:45:00 PM","Meter #95175892","0.50"
"01/28/2026 6:45:00 PM","Meter #95175892g","0.00"
"01/28/2026 7:00:00 PM","Meter #95175892","0.46"
"01/28/2026 7:00:00 PM","Meter #95175892g","0.00"
"01/28/2026 7:15:00 PM","Meter #95175892","0.46"
"01/28/2026 7:15:00 PM","Meter #95175892g","0.00"
"01/28/2026 7:30:00 PM","Meter #95175892","0.40"
"01/28/2026 7:30:00 PM","Meter #95175892g","0.00"
"01/28/2026 7:45:00 PM","Meter #95175892","0.46"
"01/28/2026 7:45:00 PM","Meter #95175892g","0.00"
"01/28/2026 8:00:00 PM","Meter #95175892","1.34"
"01/28/2026 8:00:00 PM","Meter #95175892g","0.00"
"01/28/2026 8:15:00 PM","Meter #95175892","0.50"
"01/28/2026 8:15:00 PM","Meter #95175892g","0.00"
"01/28/2026 8:30:00 PM","Meter #95175892","0.45"
"01/28/2026 8:30:00 PM","Meter #95175892g","0.00"
"01/28/2026 8:45:00 PM","Meter #95175892","0.33"
"01/28/2026 8:45:00 PM","Meter #95175892g","0.00"
"01/28/2026 9:00:00 PM","Meter #95175892","0.38"
"01/28/2026 9:00:00 PM","Meter #95175892g","0.00"
"01/28/2026 9:15:00 PM","Meter #95175892","0.49"
"01/28/2026 9:15:00 PM","Meter #95175892g","0.00"
"01/28/2026 9:30:00 PM","Meter #95175892","0.50"
"01/28/2026 9:30:00 PM","Meter #95175892g","0.00"
"01/28/2026 9:45:00 PM","Meter #95175892","0.46"
"01/28/2026 9:45:00 PM","Meter #95175892g","0.00"
"01/28/2026 10:00:00 PM","Meter #95175892","0.41"
"01/28/2026 10:00:00 PM","Meter #95175892g","0.00"
"01/28/2026 10:15:00 PM","Meter #95175892","0.30"
"01/28/2026 10:15:00 PM","Meter #95175892g","0.00"
"01/28/2026 10:30:00 PM","Meter #95175892","0.19"
"01/28/2026 10:30:00 PM","Meter #95175892g","0.00"
"01/28/2026 10:45:00 PM","Meter #95175892","0.56"
"01/28/2026 10:45:00 PM","Meter #95175892g","0.00"
"01/28/2026 11:00:00 PM","Meter #95175892","0.68"
"01/28/2026 11:00:00 PM","Meter #95175892g","0.00"
"01/28/2026 11:15:00 PM","Meter #95175892","0.40"
"01/28/2026 11:15:00 PM","Meter #95175892g","0.00"
"01/28/2026 11:30:00 PM","Meter #95175892","0.35"
"01/28/2026 11:30:00 PM","Meter #95175892g","0.00"
"01/28/2026 11:45:00 PM","Meter #95175892","0.33"
"01/28/2026 11:45:00 PM","Meter #95175892g","0.00"
"01/29/2026 12:00:00 AM","Meter #95175892","0.34"
"01/29/2026 12:00:00 AM","Meter #95175892g","0.00"
"01/29/2026 12:15:00 AM","Meter #95175892","0.18"
"01/29/2026 12:15:00 AM","Meter #95175892g","0.00"
"01/29/2026 12:30:00 AM","Meter #95175892","0.38"
"01/29/2026 12:30:00 AM","Meter #95175892g","0.00"
"01/29/2026 12:45:00 AM","Meter #95175892","0.66"
"01/29/2026 12:45:00 AM","Meter #95175892g","0.00"
"01/29/2026 1:00:00 AM","Meter #95175892","0.50"
"01/29/2026 1:00:00 AM","Meter #95175892g","0.00"
"01/29/2026 1:15:00 AM","Meter #95175892","0.32"
"01/29/2026 1:15:00 AM","Meter #95175892g","0.00"
"01/29/2026 1:30:00 AM","Meter #95175892","0.33"
"01/29/2026 1:30:00 AM","Meter #95175892g","0.00"
"01/29/2026 1:45:00 AM","Meter #95175892","0.26"
"01/29/2026 1:45:00 AM","Meter #95175892g","0.00"
"01/29/2026 2:00:00 AM","Meter #95175892","0.18"
"01/29/2026 2:00:00 AM","Meter #95175892g","0.00"
"01/29/2026 2:15:00 AM","Meter #95175892","0.48"
"01/29/2026 2:15:00 AM","Meter #95175892g","0.00"
"01/29/2026 2:30:00 AM","Meter #95175892","0.68"
"01/29/2026 2:30:00 AM","Meter #95175892g","0.00"
"01/29/2026 2:45:00 AM","Meter #95175892","0.50"
"01/29/2026 2:45:00 AM","Meter #95175892g","0.00"
"01/29/2026 3:00:00 AM","Meter #95175892","0.34"
"01/29/2026 3:00:00 AM","Meter #95175892g","0.00"
"01/29/2026 3:15:00 AM","Meter #95175892","0.35"
"01/29/2026 3:15:00 AM","Meter #95175892g","0.00"
"01/29/2026 3:30:00 AM","Meter #95175892","0.48"
"01/29/2026 3:30:00 AM","Meter #95175892g","0.00"
"01/29/2026 3:45:00 AM","Meter #95175892","0.50"
"01/29/2026 3:45:00 AM","Meter #95175892g","0.00"
"01/29/2026 4:00:00 AM","Meter #95175892","0.20"
"01/29/2026 4:00:00 AM","Meter #95175892g","0.00"
"01/29/2026 4:15:00 AM","Meter #95175892","0.32"
"01/29/2026 4:15:00 AM","Meter #95175892g","0.00"
"01/29/2026 4:30:00 AM","Meter #95175892","0.42"
"01/29/2026 4:30:00 AM","Meter #95175892g","0.00"
"01/29/2026 4:45:00 AM","Meter #95175892","0.67"
"01/29/2026 4:45:00 AM","Meter #95175892g","0.00"
"01/29/2026 5:00:00 AM","Meter #95175892","0.37"
"01/29/2026 5:00:00 AM","Meter #95175892g","0.00"
"01/29/2026 5:15:00 AM","Meter #95175892","1.44"
"01/29/2026 5:15:00 AM","Meter #95175892g","0.00"
"01/29/2026 5:30:00 AM","Meter #95175892","3.19"
"01/29/2026 5:30:00 AM","Meter #95175892g","0.00"
"01/29/2026 5:45:00 AM","Meter #95175892","3.09"
"01/29/2026 5:45:00 AM","Meter #95175892g","0.00"
"01/29/2026 6:00:00 AM","Meter #95175892","3.45"
"01/29/2026 6:00:00 AM","Meter #95175892g","0.00"
"01/29/2026 6:15:00 AM","Meter #95175892","3.58"
"01/29/2026 6:15:00 AM","Meter #95175892g","0.00"
"01/29/2026 6:30:00 AM","Meter #95175892","3.67"
"01/29/2026 6:30:00 AM","Meter #95175892g","0.00"
"01/29/2026 6:45:00 AM","Meter #95175892","3.56"
"01/29/2026 6:45:00 AM","Meter #95175892g","0.00"
"01/29/2026 7:00:00 AM","Meter #95175892","5.59"
"01/29/2026 7:00:00 AM","Meter #95175892g","0.00"
"01/29/2026 7:15:00 AM","Meter #95175892","3.71"
"01/29/2026 7:15:00 AM","Meter #95175892g","0.00"
"01/29/2026 7:30:00 AM","Meter #95175892","3.52"
"01/29/2026 7:30:00 AM","Meter #95175892g","0.00"
"01/29/2026 7:45:00 AM","Meter #95175892","3.45"
"01/29/2026 7:45:00 AM","Meter #95175892g","0.00"
"01/29/2026 8:00:00 AM","Meter #95175892","2.48"
"01/29/2026 8:00:00 AM","Meter #95175892g","0.00"
"01/29/2026 8:15:00 AM","Meter #95175892","2.75"
"01/29/2026 8:15:00 AM","Meter #95175892g","0.00"
"01/29/2026 8:30:00 AM","Meter #95175892","0.03"
"01/29/2026 8:30:00 AM","Meter #95175892g","-0.03"
"01/29/2026 8:45:00 AM","Meter #95175892","0.03"
"01/29/2026 8:45:00 AM","Meter #95175892g","-0.03"
"01/29/2026 9:00:00 AM","Meter #95175892","0.01"
"01/29/2026 9:00:00 AM","Meter #95175892g","-0.15"
"01/29/2026 9:15:00 AM","Meter #95175892","0.00"
"01/29/2026 9:15:00 AM","Meter #95175892g","-0.24"
"01/29/2026 9:30:00 AM","Meter #95175892","0.00"
"01/29/2026 9:30:00 AM","Meter #95175892g","-0.39"
"01/29/2026 9:45:00 AM","Meter #95175892","0.00"
"01/29/2026 9:45:00 AM","Meter #95175892g","-0.52"
"01/29/2026 10:00:00 AM","Meter #95175892","0.01"
"01/29/2026 10:00:00 AM","Meter #95175892g","-0.25"
"01/29/2026 10:15:00 AM","Meter #95175892","0.03"
"01/29/2026 10:15:00 AM","Meter #95175892g","-0.40"
"01/29/2026 10:30:00 AM","Meter #95175892","0.00"
"01/29/2026 10:30:00 AM","Meter #95175892g","-0.59"
"01/29/2026 10:45:00 AM","Meter #95175892","0.00"
"01/29/2026 10:45:00 AM","Meter #95175892g","-0.56"
"01/29/2026 11:00:00 AM","Meter #95175892","0.62"
"01/29/2026 11:00:00 AM","Meter #95175892g","-0.42"
"01/29/2026 11:15:00 AM","Meter #95175892","2.26"
"01/29/2026 11:15:00 AM","Meter #95175892g","0.00"
"01/29/2026 11:30:00 AM","Meter #95175892","2.22"
"01/29/2026 11:30:00 AM","Meter #95175892g","0.00"
"01/29/2026 11:45:00 AM","Meter #95175892","2.18"
"01/29/2026 11:45:00 AM","Meter #95175892g","0.00"
"01/29/2026 12:00:00 PM","Meter #95175892","2.34"
"01/29/2026 12:00:00 PM","Meter #95175892g","0.00"
"01/29/2026 12:15:00 PM","Meter #95175892","2.42"
"01/29/2026 12:15:00 PM","Meter #95175892g","0.00"
"01/29/2026 12:30:00 PM","Meter #95175892","2.42"
"01/29/2026 12:30:00 PM","Meter #95175892g","0.00"
"01/29/2026 12:45:00 PM","Meter #95175892","2.44"
"01/29/2026 12:45:00 PM","Meter #95175892g","0.00"
"01/29/2026 1:00:00 PM","Meter #95175892","1.68"
"01/29/2026 1:00:00 PM","Meter #95175892g","-0.10"
"01/29/2026 1:15:00 PM","Meter #95175892","0.00"
"01/29/2026 1:15:00 PM","Meter #95175892g","-0.38"
"01/29/2026 1:30:00 PM","Meter #95175892","0.00"
"01/29/2026 1:30:00 PM","Meter #95175892g","-0.41"
"01/29/2026 1:45:00 PM","Meter #95175892","0.00"
"01/29/2026 1:45:00 PM","Meter #95175892g","-0.44"
"01/29/2026 2:00:00 PM","Meter #95175892","0.00"
"01/29/2026 2:00:00 PM","Meter #95175892g","-0.50"
"01/29/2026 2:15:00 PM","Meter #95175892","0.00"
"01/29/2026 2:15:00 PM","Meter #95175892g","-0.47"
"01/29/2026 2:30:00 PM","Meter #95175892","0.00"
"01/29/2026 2:30:00 PM","Meter #95175892g","-0.33"
"01/29/2026 2:45:00 PM","Meter #95175892","0.00"
"01/29/2026 2:45:00 PM","Meter #95175892g","-0.37"
"01/29/2026 3:00:00 PM","Meter #95175892","0.00"
"01/29/2026 3:00:00 PM","Meter #95175892g","-0.42"
"01/29/2026 3:15:00 PM","Meter #95175892","0.00"
"01/29/2026 3:15:00 PM","Meter #95175892g","-0.52"
"01/29/2026 3:30:00 PM","Meter #95175892","0.00"
"01/29/2026 3:30:00 PM","Meter #95175892g","-0.48"
"01/29/2026 3:45:00 PM","Meter #95175892","1.51"
"01/29/2026 3:45:00 PM","Meter #95175892g","-0.17"
"01/29/2026 4:00:00 PM","Meter #95175892","2.84"
"01/29/2026 4:00:00 PM","Meter #95175892g","0.00"
"01/29/2026 4:15:00 PM","Meter #95175892","2.50"
"01/29/2026 4:15:00 PM","Meter #95175892g","0.00"
"01/29/2026 4:30:00 PM","Meter #95175892","0.18"
"01/29/2026 4:30:00 PM","Meter #95175892g","0.00"
"01/29/2026 4:45:00 PM","Meter #95175892","0.22"
"01/29/2026 4:45:00 PM","Meter #95175892g","0.00"
"01/29/2026 5:00:00 PM","Meter #95175892","0.44"
"01/29/2026 5:00:00 PM","Meter #95175892g","0.00"
"01/29/2026 5:15:00 PM","Meter #95175892","0.46"
"01/29/2026 5:15:00 PM","Meter #95175892g","0.00"
"01/29/2026 5:30:00 PM","Meter #95175892","0.49"
"01/29/2026 5:30:00 PM","Meter #95175892g","0.00"
"01/29/2026 5:45:00 PM","Meter #95175892","0.65"
"01/29/2026 5:45:00 PM","Meter #95175892g","0.00"
"01/29/2026 6:00:00 PM","Meter #95175892","0.59"
"01/29/2026 6:00:00 PM","Meter #95175892g","0.00"
"01/29/2026 6:15:00 PM","Meter #95175892","0.61"
"01/29/2026 6:15:00 PM","Meter #95175892g","0.00"
"01/29/2026 6:30:00 PM","Meter #95175892","0.72"
"01/29/2026 6:30:00 PM","Meter #95175892g","0.00"
"01/29/2026 6:45:00 PM","Meter #95175892","3.66"
"01/29/2026 6:45:00 PM","Meter #95175892g","0.00"
"01/29/2026 7:00:00 PM","Meter #95175892","3.69"
"01/29/2026 7:00:00 PM","Meter #95175892g","0.00"
"01/29/2026 7:15:00 PM","Meter #95175892","3.53"
"01/29/2026 7:15:00 PM","Meter #95175892g","0.00"
"01/29/2026 7:30:00 PM","Meter #95175892","3.28"
"01/29/2026 7:30:00 PM","Meter #95175892g","0.00"
"01/29/2026 7:45:00 PM","Meter #95175892","3.52"
"01/29/2026 7:45:00 PM","Meter #95175892g","0.00"
"01/29/2026 8:00:00 PM","Meter #95175892","4.30"
